pair,2017Q2
"('TRV', 'BAF')",False
"('QTNA', 'HNDI')",False
"('ISD', 'PROV')",False
"('EMAN', 'VRTV')",False
"('FPI', 'PCAR')",False
"('FET', 'MSFT')",False
"('LDL', 'KDMN')",False
"('CEQP', 'PRAA')",False
"('GDV', 'MUSA')",False
"('CHEF', 'PYPL')",False
"('SCKT', 'BPFH')",True
"('LIND', 'FLDM')",False
"('UMBF', 'SNDX')",False
"('AMG', 'IFMK')",False
"('LMNR', 'DKS')",False
"('SCX', 'MINI')",False
"('RFIL', 'VIVO')",False
"('MTDR', 'NTRS')",False
"('WTFC', 'ffkt')",False
"('ADM', 'SNDX')",False
"('FE', 'RGR')",False
"('CBAY', 'QTMM')",False
"('FFNW', 'DLTH')",False
"('IVC', 'JKHY')",False
"('KMB', 'ENLC')",False
"('SOFO', 'DIOD')",False
"('SMTC', 'LPNT')",False
"('NTAP', 'GGG')",False
"('ACU', 'APH')",False
"('AGCO', 'CFR')",False
"('INF', 'CREX')",False
"('NI', 'ISL')",False
"('NVCR', 'LOGI')",False
"('MAC', 'MGEE')",False
"('NCR', 'ALRM')",False
"('RYI', 'SAH')",False
"('VC', 'ALV')",False
"('CAR', 'IHIT')",False
"('SREV', 'PHM')",False
"('INSE', 'AGRX')",False
"('PIH', 'UNB')",False
"('ITRI', 'REXR')",False
"('GRMC', 'K')",False
"('KLAC', 'QNST')",False
"('SYX', 'FMO')",False
"('RMBL', 'SNES')",False
"('INCT', 'TLYS')",True
"('CGAC', 'GNTX')",False
"('KNSL', 'NBO')",False
"('NVDA', 'GDDY')",False
"('CBB', 'RPXC')",False
"('PH', 'NVRO')",True
"('MBII', 'QURE')",False
"('NXRT', 'SMID')",False
"('GLXZ', 'FTEK')",False
"('AOS', 'CNK')",False
"('AIRT', 'GMZ')",True
"('BANF', 'AVID')",False
"('PMT', 'RICK')",False
"('SHW', 'CIT')",False
"('BGG', 'PIRS')",False
"('PFG', 'MXL')",False
"('CDNA', 'LAWS')",True
"('QTNA', 'NKTR')",False
"('SIF', 'KOPN')",False
"('PB', 'TMP')",False
"('PAR', 'NBB')",False
"('AES', 'CCXI')",False
"('CBPX', 'CYS')",False
"('NDP', 'SBSI')",False
"('FORM', 'IGD')",False
"('DGII', 'CTMX')",False
"('AKTS', 'MLI')",False
"('F', 'pfbx')",False
"('LONE', 'JFIL')",False
"('WTER', 'GLQ')",False
"('IQI', 'DGLT')",False
"('MRVL', 'VNRX')",False
"('AKBA', 'BCEI')",False
"('COST', 'LDL')",False
"('AKS', 'IIF')",False
"('AHH', 'EPAY')",False
"('OI', 'CSII')",False
"('AXDX', 'MGRC')",False
"('AKBA', 'TIVO')",False
"('XLNX', 'Y')",False
"('ADC', 'GBT')",False
"('TITN', 'OPRX')",False
"('FISI', 'SOR')",False
"('GDEN', 'MTG')",False
"('CSGP', 'OC')",False
"('CMG', 'TREX')",False
"('ATOM', 'icad')",True
"('tnty', 'JBL')",False
"('UCTT', 'HLX')",False
"('NNUTU', 'KFY')",False
"('GIGL', 'STRT')",False
"('MPB', 'BPFH')",True
"('FIT', 'TMQ')",False
"('CHUY', 'IMTL')",False
"('EVY', 'GWR')",False
"('OCX', 'CHMA')",True
"('SOHO', 'BFAM')",False
"('CASY', 'DLHC')",False
"('EIA', 'MAGE')",True
"('MGEE', 'NWS')",False
"('DFIN', 'MBOT')",False
"('NUE', 'CAA')",False
"('FNRN', 'ELON')",False
"('BWG', 'sbgi')",False
"('STAF', 'RH')",False
"('VAR', 'JOE')",False
"('EZPW', 'SIGM')",False
"('TPB', 'SELF')",True
"('TRNS', 'MAIN')",True
"('MDGL', 'USFD')",False
"('ESS', 'ALGT')",False
"('DFIN', 'WNC')",False
"('MCEP', 'ADES')",False
"('GRX', 'REPH')",False
"('GTLS', 'BXMX')",False
"('e', 'GPK')",False
"('MERC', 'LCII')",False
"('SNWV', 'PEI')",True
"('TNXP', 'MMS')",True
"('CHCO', 'CABO')",False
"('BDJ', 'TMP')",False
"('CREG', 'HGV')",False
"('SQ', 'VCV')",False
"('STLY', 'NGL')",True
"('QUAD', 'ARNA')",False
"('OSK', 'IFF')",False
"('MSON', 'IDT')",False
"('KSS', 'HOS')",False
"('AHH', 'WK')",False
"('LMNX', 'TROV')",False
"('TUP', 'BIOL')",False
"('ACC', 'HTLF')",False
"('ISBA', 'TKR')",False
"('ASTC', 'ITI')",False
"('AHH', 'ZNGA')",False
"('LUV', 'TFX')",False
"('GCI', 'CYCC')",False
"('JVA', 'PEGA')",False
"('SBI', 'ED')",True
"('PFS', 'CSWC')",False
"('NURO', 'GDEN')",False
"('HRC', 'SCKT')",False
"('CNS', 'SC')",False
"('LUNA', 'CPT')",False
"('PBSK', 'TFSL')",False
"('IPHS', 'GBLX')",True
"('DYN', 'CORI')",False
"('PXD', 'DCO')",False
"('FIBK', 'RGLD')",True
"('GPOR', 'HSY')",False
"('RILY', 'LIVE')",False
"('CMI', 'CAH')",False
"('HVBC', 'PICO')",False
"('NI', 'OLP')",False
"('WK', 'CVLT')",False
"('SLGD', 'ACRS')",False
"('HHS', 'TLI')",False
"('JRO', 'PAHC')",False
"('CREG', 'CRBO')",False
"('CLH', 'HAE')",False
"('XEL', 'GWGH')",False
"('TBK', 'UNP')",False
"('RSRV', 'PED')",False
"('OFC', 'MGPI')",True
"('UTL', 'MKSI')",False
"('NSP', 'SPOK')",False
"('TTGT', 'CHFN')",False
"('MOMT', 'BXP')",False
"('ANSS', 'GLGI')",False
"('WHG', 'VRSN')",False
"('UTX', 'DFS')",False
"('IO', 'LDL')",True
"('SYNT', 'MYHI')",False
"('CHEF', 'EQBK')",False
"('AMRB', 'XEC')",False
"('XENE', 'CHDN')",False
"('HT', 'JNJ')",False
"('WMS', 'KIM')",False
"('MCC', 'NEA')",False
"('LCNB', 'BIG')",False
"('IRTC', 'GWRS')",False
"('RDUS', 'PEIX')",False
"('SAFT', 'V')",False
"('CLMT', 'wsfs')",False
"('AIG', 'AEHR')",False
"('G', 'NL')",False
"('MYE', 'PBIO')",False
"('SYF', 'SNAP')",False
"('FAST', 'GECC')",False
"('BLKB', 'MTG')",False
"('BDN', 'BOTJ')",False
"('ANGO', 'ALK')",False
"('PROV', 'VYCO')",False
"('MBCN', 'NBY')",False
"('GDO', 'TCP')",False
"('GWW', 'MYHI')",False
"('ARTNA', 'NWPX')",False
"('ADMP', 'LFUS')",False
"('HEWA', 'CHCI')",False
"('TCS', 'YPPN')",False
"('ACOR', 'TSLA')",True
"('PFNX', 'ALGT')",False
"('TRMB', 'VCYT')",False
"('ALSN', 'SVBL')",False
"('SLP', 'JAZZ')",False
"('QCOM', 'VCV')",False
"('BOJA', 'VIVO')",False
"('CIM', 'ENBL')",False
"('CMT', 'GFY')",False
"('RTRX', 'PF')",False
"('alco', 'UEEC')",False
"('FOLD', 'GBLI')",False
"('ITCI', 'TRGP')",False
"('CNCE', 'DAR')",True
"('DS', 'BGT')",False
"('MTSI', 'DPLO')",False
"('NID', 'LOCO')",False
"('RLI', 'LAQ')",True
"('ANGI', 'FFIV')",False
"('RSSS', 'PWOD')",False
"('LIND', 'MTNB')",False
"('RMD', 'MDCL')",False
"('AMBA', 'FOMX')",False
"('CMCT', 'SMM')",False
"('BANR', 'RTN')",False
"('LPNT', 'TRUE')",False
"('MAC', 'MSCI')",False
"('UNFI', 'SHLM')",False
"('STRT', 'NS')",False
"('APDN', 'HMTV')",False
"('OESX', 'AFI')",False
"('LSCC', 'MBFI')",False
"('CDZI', 'NVUS')",False
"('LM', 'AXAS')",False
"('ISBC', 'ANAT')",False
"('WSBF', 'VHC')",False
"('SRC', 'SPWH')",False
"('FSBW', 'PGLC')",False
"('VEEV', 'OXLC')",False
"('GAM', 'QTMM')",False
"('ENR', 'BQH')",False
"('AVX', 'MDC')",False
"('BRC', 'ESXB')",False
"('VGR', 'PCAR')",False
"('FHN', 'BFAM')",False
"('EGRX', 'IRWD')",False
"('PPG', 'CPT')",False
"('GERN', 'CAKE')",False
"('PBOX', 'PNK')",False
"('AZZ', 'ASTC')",False
"('STK', 'MOS')",False
"('XOMA', 'GCO')",False
"('SBSI', 'HIO')",False
"('LXP', 'IZEA')",False
"('BYD', 'AEMD')",False
"('VRTV', 'thmg')",False
"('LSXMA', 'CCL')",False
"('BBW', 'NJV')",False
"('SOTK', 'FCEL')",False
"('SITO', 'NTRI')",False
"('ARCC', 'VNOM')",False
"('RNVA', 'FINL')",True
"('AZZ', 'GNL')",True
"('XHR', 'CHCT')",True
"('FNCB', 'ADNT')",False
"('AHH', 'COKE')",False
"('PEP', 'SVU')",False
"('GBCI', 'CREX')",False
"('ST', 'ODP')",False
"('CNBKA', 'TSSI')",False
"('TRCK', 'AVID')",False
"('FTLF', 'KALV')",False
"('CXW', 'IRIX')",False
"('IIPR', 'CYRX')",False
"('MOV', 'FFG')",False
"('INF', 'DKL')",False
"('HOPE', 'LPSN')",False
"('DISCA', 'QQQX')",False
"('PEP', 'CRY')",False
"('MMP', 'CVLT')",False
"('OCLR', 'AIRG')",False
"('mbi', 'FHB')",False
"('MHO', 'IDN')",False
"('CSPI', 'EACO')",True
"('ECYT', 'BGFV')",False
"('ENZ', 'cvm')",False
"('NFLX', 'ZOES')",False
"('TCO', 'NWPX')",False
"('ABTX', 'DDR')",False
"('MDXG', 'BLMT')",False
"('FOSL', 'WIRE')",False
"('ROYL', 'HRTX')",True
"('AMCX', 'CTMX')",False
"('DHF', 'JQC')",False
"('TRU', 'IBKR')",False
"('ngs', 'WTM')",False
"('OXLC', 'MTRN')",False
"('WEBK', 'STOR')",True
"('GTS', 'VMO')",False
"('SRNA', 'CPSI')",False
"('NFG', 'WSTRF')",False
"('PBHC', 'SCSC')",False
"('PLBC', 'MXL')",False
"('PMT', 'EXPO')",False
"('EWBC', 'BLPH')",False
"('NCOM', 'ARTNA')",False
"('CZR', 'POPE')",False
"('fnbg', 'VRTU')",False
"('MPB', 'EXPD')",False
"('SMP', 'FIS')",False
"('JAZZ', 'LOCO')",False
"('CABO', 'CSBK')",False
"('SPOK', 'ETJ')",False
"('XEC', 'VCV')",False
"('AMH', 'MIDD')",False
"('CHCR', 'ROK')",False
"('NTWK', 'HAWK')",False
"('BCC', 'BCEI')",False
"('CP', 'PMBC')",False
"('AVXL', 'LARK')",False
"('FT', 'CIEN')",False
"('BEAT', 'TEN')",False
"('ELEC', 'MSEX')",False
"('IDA', 'MSFG')",False
"('GBCS', 'FFBC')",True
"('NYMX', 'NODK')",False
"('CECE', 'NRG')",False
"('GOGO', 'GNL')",False
"('NOW', 'SBCF')",False
"('AEIS', 'CTSH')",False
"('EIX', 'ENSV')",False
"('WEB', 'FMBI')",False
"('THO', 'CUII')",False
"('CACI', 'PFLEX')",True
"('ANAV', 'CAPR')",False
"('WLK', 'EXEL')",False
"('EVOK', 'BSPK')",False
"('UNM', 'HMNF')",False
"('ANCX', 'SMG')",False
"('OLP', 'BCBP')",False
"('MSEX', 'GMO')",False
"('TRTC', 'AET')",False
"('TWMC', 'ACY')",False
"('OTTR', 'FORR')",False
"('AUMN', 'TCS')",False
"('UUUU', 'ATRA')",True
"('ZUMZ', 'BX')",False
"('HNDI', 'IESC')",True
"('BHE', 'GES')",False
"('DWCH', 'GLBZ')",False
"('HSC', 'AXS')",False
"('WVVI', 'alco')",False
"('ATR', 'CAA')",False
"('IRM', 'COHU')",False
"('DPW', 'CTGO')",False
"('IIN', 'FDEF')",False
"('SITE', 'AMRC')",False
"('PK', 'BSD')",False
"('PME', 'UTHR')",False
"('TDC', 'PPSI')",False
"('HSC', 'RGLS')",False
"('ABT', 'XBIT')",False
"('JELD', 'COHU')",False
"('WSBC', 'IFMK')",False
"('AFG', 'QBAK')",False
"('RIV', 'PVH')",False
"('DDS', 'ELGX')",False
"('BLW', 'BSD')",True
"('RYI', 'LARK')",False
"('ANIP', 'CLEV')",False
"('LTC', 'INCT')",False
"('KLXI', 'NBL')",False
"('PPIH', 'POR')",False
"('DRQ', 'MUR')",False
"('ATH', 'XNCR')",False
"('REI', 'LAMR')",True
"('GBCS', 'MWA')",True
"('PBSK', 'LMT')",False
"('PTI', 'FLS')",False
"('PRCP', 'EPZM')",False
"('SWKH', 'ISR')",False
"('GDEN', 'SEE')",False
"('PGP', 'TAST')",False
"('BAX', 'EXTR')",False
"('agen', 'LAWS')",False
"('BGNE', 'CSTR')",False
"('COLB', 'NVTA')",False
"('DRE', 'GWB')",True
"('CLDB', 'INSW')",False
"('UTMD', 'LWLG')",False
"('VTR', 'CNXN')",False
"('PTLA', 'KMX')",False
"('CFRX', 'ENZ')",False
"('ITKG', 'PNC')",False
"('NVIV', 'SNGX')",False
"('NTLA', 'AMNL')",False
"('tnty', 'STI')",False
"('NEA', 'CMU')",False
"('SONA', 'NATR')",False
"('GSIT', 'IVC')",True
"('SENS', 'YPPN')",False
"('CHS', 'GS')",False
"('LOGI', 'DVN')",False
"('WWD', 'CDEV')",False
"('VLY', 'TSRO')",False
"('SYRS', 'AVA')",False
"('DLA', 'EVO')",False
"('MDCL', 'VOYA')",False
"('GIII', 'CPB')",False
"('FBSS', 'CHD')",False
"('SYRS', 'PRDEX')",False
"('TENX', 'KDMN')",False
"('ACGL', 'NWBO')",False
"('SFE', 'BVSN')",False
"('KFRC', 'VVC')",False
"('CTB', 'CCXI')",False
"('LXU', 'TWLO')",False
"('BGT', 'ICCH')",False
"('ETV', 'CNCG')",False
"('GEVO', 'ZIOP')",False
"('AXR', 'BBRG')",False
"('MDRX', 'ALSN')",False
"('DVAX', 'BBOX')",False
"('FBER', 'RETA')",True
"('IEC', 'ROP')",False
"('CSS', 'PLNT')",False
"('FTR', 'GECC')",False
"('INSG', 'NBEV')",False
"('IPG', 'INOV')",True
"('TMUS', 'TOL')",False
"('IOSP', 'DHIL')",False
"('MDP', 'FCEL')",False
"('UAN', 'FBNC')",False
"('COSM', 'NAVI')",False
"('KMF', 'AEMD')",False
"('CTLT', 'WTM')",False
"('TRC', 'CVBF')",False
"('SAFT', 'BKH')",False
"('HZNP', 'SMRT')",True
"('XOMA', 'CVLY')",False
"('OXM', 'HDS')",False
"('DMB', 'JAKK')",False
"('MLP', 'PFTI')",False
"('RNWK', 'THRM')",False
"('MELR', 'CMRX')",False
"('REGI', 'NAD')",False
"('ACRE', 'GALT')",False
"('JOUT', 'PATI')",False
"('AIMT', 'VRS')",False
"('DKL', 'FLXS')",True
"('EQM', 'ESRX')",False
"('MGM', 'QPWR')",False
"('NBB', 'NRT')",False
"('SO', 'PRPH')",False
"('NVFY', 'MUJ')",False
"('MMU', 'PENC')",True
"('ZUMZ', 'CHD')",False
"('NEN', 'M??????')",False
"('MDGL', 'EFX')",False
"('OSTK', 'USAC')",False
"('FSTR', 'ZAIS')",False
"('WLDN', 'CTR')",False
"('REXR', 'SRLP')",False
"('ZEN', 'SAIA')",False
"('LRCX', 'CELP')",False
"('MHO', 'EIA')",False
"('RFP', 'MMC')",False
"('MMI', 'ORMP')",False
"('GCP', 'AXS')",False
"('CNMD', 'TWOU')",False
"('MARK', 'JPEX')",False
"('TEUM', 'KOSS')",False
"('OBCI', 'LCUT')",False
"('IPG', 'MTZ')",True
"('JBLU', 'TMST')",False
"('ffkt', 'JGH')",False
"('crmz', 'CHRS')",False
"('RCII', 'CRBP')",False
"('LYTS', 'ADMA')",False
"('COUP', 'ELY')",False
"('CSGP', 'K')",False
"('CBMG', 'DTRM')",False
"('HR', 'JCP')",False
"('AMRK', 'FDS')",False
"('PNNT', 'BFIN')",False
"('MNTR', 'PCTI')",False
"('ABBV', 'UNT')",False
"('UEPS', 'WFC')",False
"('EFT', 'HYI')",False
"('RVNC', 'VNDA')",False
"('FMBH', 'IIF')",True
"('AIMT', 'TRTN')",False
"('KMG', 'PRU')",False
"('ARE', 'vicr')",False
"('BHB', 'MUR')",False
"('LOGI', 'TPC')",False
"('PLT', 'IGAP')",True
"('NRIM', 'ONVO')",False
"('ASRV', 'DISCA')",False
"('BKN', 'EXP')",False
"('GENC', 'OIA')",False
"('WGL', 'MOH')",False
"('VECO', 'LDOS')",False
"('MNP', 'NE')",True
"('ALSN', 'GWB')",False
"('PEIX', 'ECF')",False
"('PBBI', 'CTR')",False
"('IRTC', 'MGEE')",False
"('BLL', 'TMPS')",False
"('CCBG', 'NWL')",False
"('HDS', 'ORBC')",True
"('NRZ', 'MBUU')",False
"('FHN', 'JFR')",False
"('XELB', 'MELI')",False
"('CLDX', 'AAT')",False
"('OBLN', 'ELON')",False
"('SXI', 'KALV')",False
"('BBBY', 'EFX')",False
"('CSS', 'CVBF')",False
"('BBF', 'FIS')",False
"('CARO', 'SMG')",False
"('BCRX', 'CMA')",False
"('LQDT', 'DGICA')",False
"('GDDY', 'HSY')",False
"('NXTD', 'VCSY')",False
"('BBEPQ', 'CMRX')",False
"('RGCO', 'GWB')",False
"('CDW', 'TRU')",False
"('SRCL', 'CATY')",False
"('CEVA', 'JHB')",False
"('IPAS', 'BAC')",False
"('CPN', 'FPI')",False
"('JJSF', 'ADSK')",False
"('WWE', 'IBAL')",False
"('SC', 'NRT')",False
"('EFSI', 'CHMA')",False
"('AMN', 'CC')",False
"('CMCT', 'alco')",False
"('ESPR', 'SAFM')",False
"('LMNX', 'TDS')",False
"('NBO', 'SQBG')",False
"('SAM', 'DDR')",False
"('HIG', 'GWB')",False
"('TRUP', 'CHCO')",False
"('Y', 'NTN')",False
"('CNA', 'MAB')",False
"('ABAX', 'NX')",False
"('WKHS', 'RICK')",True
"('CELZ', 'MTOR')",False
"('PSMT', 'ATHX')",False
"('VRSN', 'STLT')",False
"('RARE', 'FTEK')",False
"('BGT', 'MGEN')",False
"('HAL', 'ARCB')",False
"('GLPI', 'CMRX')",False
"('IIIN', 'AMT')",False
"('CP', 'MNR')",False
"('ADTN', 'CKPT')",False
"('VMO', 'UTX')",False
"('WKHS', 'AVT')",False
"('WERN', 'HEAR')",False
"('CAP', 'MNE')",False
"('CALA', 'fmbm')",False
"('GTN', 'YELP')",False
"('HST', 'KAMN')",False
"('OPOF', 'IMPV')",False
"('HSII', 'BBY')",False
"('HFWA', 'MELR')",False
"('TRUP', 'UTMD')",True
"('CVLT', 'NIQ')",False
"('RESN', 'QQQX')",True
"('CII', 'PRGS')",False
"('ARE', 'KOPN')",False
"('HBCP', 'ON')",False
"('IIM', 'BBY')",False
"('HOV', 'HOG')",False
"('AXIM', 'BUKS')",True
"('FCPT', 'IEP')",False
"('GDO', 'LARK')",False
"('ACIW', 'LCII')",False
"('BFS', 'UPL')",False
"('VRME', 'LOW')",False
"('CLPR', 'FLT')",False
"('BLW', 'FLIC')",False
"('GATX', 'IEC')",False
"('SLB', 'TRN')",False
"('CMTL', 'WTS')",False
"('HYI', 'HMNF')",False
"('BTHE', 'RIG')",False
"('CZNC', 'PHH')",False
"('MOD', 'ENTG')",False
"('MLSS', 'CII')",False
"('BEAT', 'LPLA')",False
"('EGRX', 'IESC')",False
"('KEYS', 'LGIH')",False
"('BSQR', 'ACRE')",False
"('URBN', 'WES')",False
"('HOG', 'MPW')",False
"('ORN', 'PNK')",False
"('VAL', 'MCD')",False
"('BUFF', 'CBDS')",False
"('MNKD', 'OPGN')",False
"('AMT', 'ON')",False
"('MRGE', 'AEY')",False
"('MIK', 'MGPI')",False
"('TAYD', 'SERV')",True
"('FNMA', 'BR')",False
"('ecia', 'AXR')",True
"('SKKY', 'STX')",False
"('ATH', 'POOL')",False
"('CNCG', 'RPD')",True
"('EXLS', 'HL')",False
"('FMNB', 'MLAB')",False
"('CFMS', 'WNEB')",False
"('MFON', 'LFVN')",False
"('FUSB', 'ALPP')",False
"('PFIE', 'ESRX')",False
"('QURE', 'BIG')",False
"('OSK', 'LC')",False
"('JACK', 'VRTX')",False
"('AFB', 'USAP')",False
"('DIOD', 'SMG')",False
"('FMC', 'LKSD')",True
"('JWN', 'MPW')",False
"('FMNB', 'TEUM')",False
"('GATX', 'SRI')",False
"('ATLS', 'JUVF')",False
"('LFUS', 'CC')",False
"('WEYS', 'CREX')",False
"('SGEN', 'MA')",False
"('BOKF', 'POOL')",False
"('SNA', 'ORCL')",False
"('TA', 'NJR')",False
"('UMPQ', 'EVG')",False
"('LOV', 'CSWI')",False
"('IRDM', 'MGU')",False
"('SCOR', 'CSL')",False
"('ZION', 'RLH')",False
"('SR', 'CHRS')",False
"('CZFS', 'SBSI')",False
"('HAS', 'OMER')",False
"('FLEX', 'AEO')",False
"('CDTX', 'MSTR')",False
"('UMBF', 'GCBC')",False
"('CECE', 'EFR')",False
"('JEQ', 'USAK')",False
"('EVA', 'LNCE')",False
"('MTB', 'HIO')",False
"('LBAI', 'WTR')",False
"('dgtw', 'HCI')",False
"('MHN', 'SIGI')",False
"('IGI', 'EMD')",False
"('APO', 'BRKS')",False
"('CENT', 'BNET')",False
"('AGFS', 'RTNB')",False
"('MBOT', 'LAZ')",False
"('VRTX', 'VCSY')",False
"('USAC', 'MSON')",False
"('CHFS', 'fmfg')",False
"('PFIE', 'LONE')",False
"('SXI', 'ELY')",True
"('EGHT', 'NTWK')",False
"('DS', 'FORR')",False
"('JOUT', 'PRAH')",False
"('CZFS', 'SNCR')",True
"('CFRX', 'AYI')",False
"('EMCF', 'UCBA')",False
"('TREX', 'XNCR')",False
"('PJT', 'RCIIX')",False
"('RMAX', 'MAR')",False
"('WAFD', 'FB')",False
"('CERN', 'FLR')",False
"('O', 'WHR')",False
"('SHLX', 'NG')",False
"('FLDM', 'XBIO')",False
"('CSGS', 'RFIL')",False
"('TCF', 'BUSE')",False
"('EW', 'BRC')",False
"('RA', 'DTGI')",False
"('AVT', 'KAI')",False
"('CMD', 'PICO')",False
"('AAON', 'IIF')",False
"('MJCO', 'LPG')",False
"('VMO', 'CBAY')",False
"('MDXG', 'DO')",False
"('UAL', 'MINI')",False
"('NVEE', 'UFPT')",False
"('NYRT', 'GBCI')",False
"('NUS', 'RE')",False
"('USCR', 'GES')",False
"('CCL', 'CACC')",False
"('FMBH', 'AGTC')",False
"('PAYX', 'IF')",False
"('CWBC', 'PTSI')",True
"('DLB', 'THC')",False
"('STAG', 'SIGM')",False
"('FSSN', 'AGLE')",False
"('GFY', 'SELB')",False
"('KMX', 'TCPC')",False
"('PBOX', 'GOF')",False
"('BMY', 'NUVA')",False
"('GGT', 'PPG')",False
"('ACAD', 'LOCO')",False
"('ISL', 'STOR')",False
"('RFI', 'VRSN')",False
"('APTS', 'MSI')",False
"('NWLI', 'GPC')",False
"('QUAD', 'KVHI')",False
"('HGV', 'PKI')",False
"('SHEN', 'OCFC')",False
"('AEL', 'LZB')",False
"('TREC', 'AXP')",True
"('PDFS', 'ONB')",False
"('NRZ', 'REI')",True
"('CODI', 'PIH')",False
"('UTL', 'TAST')",False
"('SYKE', 'RUBI')",False
"('SIG', 'MAIN')",False
"('MSLP', 'APD')",False
"('VTR', 'BOCH')",False
"('IDRA', 'WHR')",False
"('BLMT', 'MTEX')",False
"('LLY', 'MASI')",False
"('FDBC', 'STRM')",False
"('BC', 'STE')",False
"('PYPL', 'JASN')",False
"('PPR', 'BX')",False
"('MFSF', 'EVA')",False
"('NTRA', 'CYDY')",False
"('WARM', 'ETY')",False
"('AMN', 'IINX')",False
"('DAIO', 'LRN')",False
"('WEX', 'SGRY')",False
"('QSR', 'HLT')",False
"('GBCS', 'CCL')",False
"('SCL', 'LAMR')",False
"('IFMK', 'TNTY')",False
"('EGN', 'KEX')",False
"('CTRN', 'RLJ')",False
"('PPG', 'wsfs')",False
"('MKL', 'ALG')",False
"('ETO', 'CALD')",False
"('IOTS', 'NPN')",False
"('FSS', 'RBCN')",False
"('WDR', 'ETFC')",False
"('BBW', 'EDGW')",False
"('VGR', 'ADES')",False
"('OVBC', 'NGVC')",False
"('OSUR', 'HSY')",False
"('CRCM', 'CNAB')",False
"('RSYS', 'ZOES')",False
"('TPHS', 'LOB')",False
"('NG', 'PAYX')",False
"('PYPL', 'CTR')",False
"('MXSG', 'JAZZ')",False
"('HHS', 'EVRI')",False
"('IEC', 'TRN')",False
"('B', 'ESIO')",False
"('ALV', 'ENT')",False
"('CPRT', 'QDEL')",False
"('HCLP', 'ADMA')",False
"('CYH', 'MASI')",False
"('ECYT', 'CG')",False
"('UVV', 'MFST')",False
"('SNGX', 'HRTX')",False
"('SOFO', 'DWCH')",False
"('CB', 'HIBB')",False
"('MMM', 'SNFCA')",False
"('GLUU', 'CAPL')",False
"('WTER', 'AXDX')",False
"('SCM', 'RTN')",False
"('ABTX', 'TELL')",False
"('TPH', 'AGNC')",False
"('CASI', 'PRAA')",True
"('UVV', 'HOS')",False
"('KMG', 'WABC')",False
"('OPTT', 'SNOA')",False
"('CHDN', 'EQT')",False
"('TRVN', 'PBCT')",False
"('PFG', 'RMAX')",False
"('LNTH', 'CNP')",False
"('ENPH', 'KALV')",False
"('TNET', 'KFY')",False
"('PMBC', 'AMS')",False
"('USCR', 'CCI')",False
"('UNIT', 'PMM')",False
"('DMB', 'TAYD')",False
"('APEN', 'KO')",False
"('VC', 'SVBL')",False
"('GHM', 'ILMN')",False
"('HBI', 'BXMT')",False
"('LGND', 'SAMG')",False
"('NTRA', 'HSDT')",False
"('DRE', 'BBY')",False
"('SIEN', 'WLL')",False
"('HON', 'SHBI')",False
"('HLT', 'AI')",False
"('G', 'PKI')",False
"('CEI', 'VOYA')",False
"('AMAT', 'GTE')",False
